cust_id,transaction_type,transaction_date,subscription_type
4399,initial,2021-04-01,PRO
4400,initial,2022-03-01,PRO
4401,initial,2022-11-01,PRO
4402,initial,2022-11-01,PRO
4403,initial,2021-11-01,BASIC
4404,initial,2020-04-01,MAX
4405,initial,2020-11-01,MAX
4406,initial,2020-04-01,BASIC
4407,initial,2021-06-01,PRO
4408,initial,2021-05-01,MAX
4409,initial,2021-05-01,PRO
4410,initial,2022-12-01,BASIC
4411,initial,2022-09-01,BASIC
4412,initial,2021-11-01,PRO
4413,initial,2021-07-01,PRO
4414,initial,2020-08-01,PRO
4415,initial,2020-11-01,MAX
4416,initial,2022-12-01,BASIC
4417,initial,2021-06-01,BASIC
4418,initial,2020-01-01,BASIC
4419,initial,2021-06-01,PRO
4420,initial,2020-10-01,PRO
4421,initial,2020-11-01,BASIC
4422,initial,2022-04-01,MAX
4423,initial,2022-04-01,PRO
4424,initial,2021-05-01,PRO
4425,initial,2020-09-01,BASIC
4426,initial,2020-10-01,BASIC
4427,initial,2022-02-01,BASIC
4428,initial,2021-09-01,PRO
4429,initial,2022-08-01,PRO
4430,initial,2021-11-01,PRO
4431,initial,2022-08-01,BASIC
4432,initial,2021-10-01,BASIC
4433,initial,2020-03-01,PRO
4434,initial,2021-03-01,BASIC
4435,initial,2020-07-01,BASIC
4436,initial,2021-09-01,BASIC
4437,initial,2021-12-01,PRO
4438,initial,2020-04-01,BASIC
4439,initial,2020-12-01,PRO
4440,initial,2022-05-01,MAX
4441,initial,2021-11-01,PRO
4442,initial,2021-02-01,BASIC
4443,initial,2021-06-01,PRO
4444,initial,2021-05-01,PRO
4445,initial,2022-09-01,MAX
4446,initial,2020-04-01,BASIC
4447,initial,2020-04-01,MAX
4448,initial,2021-05-01,BASIC
4449,initial,2020-02-01,BASIC
4450,initial,2020-08-01,BASIC
4451,initial,2020-09-01,BASIC
4452,initial,2022-05-01,BASIC
4453,initial,2022-12-01,BASIC
4454,initial,2020-03-01,BASIC
4455,initial,2022-12-01,BASIC
4456,initial,2020-07-01,BASIC
4457,initial,2020-04-01,PRO
4458,initial,2021-10-01,MAX
4459,initial,2020-12-01,PRO
4460,initial,2020-01-01,PRO
4461,initial,2021-06-01,PRO
4462,initial,2020-04-01,PRO
4463,initial,2021-02-01,PRO
4464,initial,2021-10-01,PRO
4465,initial,2020-05-01,PRO
4466,initial,2020-02-01,PRO
4467,initial,2020-11-01,BASIC
4468,initial,2021-04-01,PRO
4469,initial,2021-12-01,MAX
4470,initial,2021-03-01,PRO
4471,initial,2020-09-01,MAX
4472,initial,2020-01-01,MAX
4473,initial,2021-12-01,BASIC
4474,initial,2020-04-01,PRO
4475,initial,2022-01-01,BASIC
4476,initial,2020-10-01,BASIC
4477,initial,2022-04-01,BASIC
4478,initial,2021-12-01,MAX
4479,initial,2021-02-01,BASIC
4480,initial,2022-12-01,BASIC
4481,initial,2022-06-01,BASIC
4482,initial,2020-04-01,BASIC
4483,initial,2021-09-01,BASIC
4484,initial,2021-09-01,MAX
4485,initial,2020-01-01,BASIC
4486,initial,2022-03-01,PRO
4487,initial,2020-07-01,PRO
4488,initial,2021-06-01,PRO
4489,initial,2020-11-01,MAX
4490,initial,2022-08-01,BASIC
4491,initial,2021-07-01,PRO
4492,initial,2021-04-01,PRO
4493,initial,2021-08-01,BASIC
4494,initial,2021-11-01,PRO
4495,initial,2022-05-01,MAX
4496,initial,2022-09-01,PRO
4497,initial,2022-12-01,PRO
4498,initial,2022-06-01,PRO
4499,initial,2021-12-01,PRO
4500,initial,2020-05-01,PRO
4501,initial,2020-10-01,PRO
4502,initial,2022-11-01,PRO
4503,initial,2022-07-01,MAX
4504,initial,2020-10-01,BASIC
4505,initial,2020-09-01,BASIC
4506,initial,2020-03-01,BASIC
4507,initial,2020-09-01,PRO
4508,initial,2021-06-01,PRO
4509,initial,2021-11-01,MAX
4510,initial,2022-11-01,PRO
4511,initial,2021-02-01,BASIC
4512,initial,2021-05-01,BASIC
4513,initial,2020-12-01,MAX
4514,initial,2020-08-01,BASIC
4515,initial,2022-09-01,PRO
4516,initial,2020-03-01,BASIC
4517,initial,2020-02-01,PRO
4518,initial,2021-07-01,MAX
4519,initial,2022-11-01,MAX
4520,initial,2020-05-01,PRO
4521,initial,2022-02-01,PRO
4522,initial,2021-02-01,BASIC
4523,initial,2021-12-01,BASIC
4524,initial,2021-03-01,BASIC
4525,initial,2021-12-01,BASIC
4526,initial,2022-02-01,PRO
4527,initial,2022-04-01,BASIC
4528,initial,2020-02-01,PRO
4529,initial,2020-08-01,BASIC
4530,initial,2022-01-01,PRO
4531,initial,2020-12-01,PRO
4532,initial,2021-11-01,BASIC
4533,initial,2022-04-01,PRO
4534,initial,2022-10-01,PRO
4535,initial,2022-02-01,BASIC
4536,initial,2020-11-01,BASIC
4537,initial,2021-12-01,BASIC
4538,initial,2020-10-01,BASIC
4539,initial,2021-11-01,BASIC
4540,initial,2021-06-01,BASIC
4541,initial,2022-08-01,BASIC
4542,initial,2020-07-01,MAX
4543,initial,2022-01-01,BASIC
4544,initial,2020-03-01,MAX
4545,initial,2021-09-01,PRO
4546,initial,2020-10-01,max
4547,initial,2020-01-01,BASIC
4548,initial,2022-10-01,PRO
4549,initial,2022-12-01,PRO
4550,initial,2022-02-01,PRO
4551,initial,2020-08-01,PRO
4552,initial,2021-09-01,BASIC
4553,initial,2022-08-01,MAX
4554,initial,2020-05-01,MAX
4555,initial,2021-06-01,BASIC
4556,initial,2022-03-01,BASIC
4557,initial,2021-07-01,BASIC
4558,initial,2022-11-01,BASIC
4559,initial,2021-12-01,PRO
4560,initial,2021-05-01,PRO
4561,initial,2022-04-01,PRO
4562,initial,2021-02-01,BASIC
4563,initial,2020-07-01,PRO
4564,initial,2021-05-01,BASIC
4565,initial,2021-05-01,MAX
4566,initial,2021-04-01,PRO
4567,initial,2021-11-01,BASIC
4568,initial,2020-09-01,BASIC
4569,initial,2020-08-01,PRO
4570,initial,2021-04-01,PRO
4571,initial,2020-11-01,PRO
4572,initial,2022-05-01,PRO
4573,initial,2021-08-01,MAX
4574,initial,2022-09-01,MAX
4575,initial,2020-06-01,MAX
4576,initial,2020-09-01,BASIC
4577,initial,2020-04-01,BASIC
4578,initial,2022-06-01,MAX
4579,initial,2020-10-01,BASIC
4580,initial,2021-09-01,PRO
4581,initial,2022-04-01,PRO
4582,initial,2020-08-01,PRO
4583,initial,2021-02-01,PRO
4584,initial,2021-03-01,PRO
4585,initial,2021-03-01,BASIC
4586,initial,2021-02-01,MAX
4587,initial,2022-02-01,BASIC
4588,initial,2020-02-01,BASIC
4589,initial,2021-04-01,PRO
4590,initial,2022-04-01,PRO
4591,initial,2021-05-01,PRO
4592,initial,2020-02-01,MAX
4593,initial,2020-09-01,MAX
4594,initial,2022-05-01,PRO
4595,initial,2022-06-01,BASIC
4596,initial,2020-03-01,MAX
4597,initial,2021-11-01,BASIC
4598,initial,2021-01-01,BASIC
4599,initial,2020-06-01,BASIC
4600,initial,2021-04-01,BASIC
4601,initial,2021-05-01,MAX
4602,initial,2021-09-01,BASIC
4603,initial,2021-07-01,PRO
4604,initial,2022-07-01,BASIC
4605,initial,2020-12-01,PRO
4606,initial,2022-08-01,MAX
4607,initial,2021-05-01,PRO
4608,initial,2020-04-01,PRO
4609,initial,2020-04-01,BASIC
4610,initial,2020-02-01,MAX
4611,initial,2021-04-01,PRO
4612,initial,2021-05-01,PRO
4613,initial,2021-09-01,PRO
4614,initial,2020-07-01,BASIC
4615,initial,2022-10-01,PRO
4616,initial,2020-10-01,PRO
4617,initial,2022-07-01,PRO
4618,initial,2022-10-01,PRO
4619,initial,2022-05-01,BASIC
4620,initial,2021-06-01,BASIC
4621,initial,2020-03-01,BASIC
4622,initial,2022-07-01,PRO
4623,initial,2021-03-01,PRO
4624,initial,2022-08-01,BASIC
4625,initial,2020-02-01,BASIC
4626,initial,2021-05-01,MAX
4627,initial,2020-02-01,BASIC
4628,initial,2021-04-01,BASIC
4629,initial,2020-12-01,PRO
4630,initial,2021-09-01,MAX
4631,initial,2022-04-01,BASIC
4632,initial,2022-04-01,PRO
4633,initial,2021-11-01,PRO
4634,initial,2021-10-01,PRO
4635,initial,2021-01-01,BASIC
4636,initial,2022-02-01,BASIC
4637,initial,2020-03-01,PRO
4638,initial,2021-09-01,MAX
4639,initial,2022-03-01,MAX
4640,initial,2022-07-01,MAX
4641,initial,2022-06-01,PRO
4642,initial,2022-05-01,BASIC
4643,initial,2022-10-01,BASIC
4644,initial,2020-02-01,BASIC
4645,initial,2021-07-01,PRO
4646,initial,2022-12-01,BASIC
4647,initial,2022-11-01,BASIC
4648,initial,2021-10-01,PRO
4649,initial,2021-10-01,BASIC
4650,initial,2022-07-01,MAX
4651,initial,2021-02-01,BASIC
4652,initial,2020-02-01,MAX
4653,initial,2022-11-01,MAX
4654,initial,2022-03-01,BASIC
4655,initial,2022-05-01,MAX
4656,initial,2021-06-01,PRO
4657,initial,2020-02-01,BASIC
4658,initial,2022-10-01,PRO
4659,initial,2020-06-01,PRO
4660,initial,2020-01-01,PRO
4661,initial,2020-07-01,PRO
4662,initial,2022-06-01,PRO
4663,initial,2022-11-01,PRO
4664,initial,2021-09-01,PRO
4665,initial,2020-08-01,PRO
4666,initial,2022-05-01,BASIC
4667,initial,2020-11-01,PRO
4668,initial,2021-09-01,PRO
4669,initial,2022-05-01,MAX
4670,initial,2021-08-01,BASIC
4671,initial,2021-01-01,BASIC
4672,initial,2021-06-01,BASIC
4673,initial,2022-03-01,MAX
4674,initial,2021-02-01,PRO
4675,initial,2020-09-01,PRO
4676,initial,2021-03-01,BASIC
4677,initial,2020-02-01,BASIC
4678,initial,2022-11-01,PRO
4679,initial,2022-12-01,MAX
4680,initial,2020-06-01,PRO
4681,initial,2020-08-01,MAX
4682,initial,2021-09-01,PRO
4683,initial,2020-12-01,PRO
4684,initial,2022-02-01,BASIC
4685,initial,2021-09-01,BASIC
4686,initial,2020-11-01,BASIC
4687,initial,2021-04-01,BASIC
4688,initial,2021-06-01,MAX
4689,initial,2021-03-01,MAX
4690,initial,2022-01-01,BASIC
4691,initial,2022-10-01,BASIC
4692,initial,2020-04-01,PRO
4693,initial,2020-07-01,MAX
4694,initial,2021-09-01,BASIC
4695,initial,2021-05-01,BASIC
4696,initial,2020-09-01,BASIC
4697,initial,2020-10-01,PRO
4698,initial,2021-01-01,BASIC
4699,initial,2020-05-01,PRO
4700,initial,2020-07-01,PRO
4701,initial,2020-11-01,MAX
4702,initial,2021-06-01,BASIC
4703,initial,2021-07-01,PRO
4704,initial,2021-05-01,PRO
4705,initial,2021-10-01,BASIC
4706,initial,2022-06-01,PRO
4707,initial,2021-05-01,PRO
4708,initial,2020-06-01,BASIC
4709,initial,2020-09-01,PRO
4710,initial,2020-10-01,PRO
4711,initial,2020-01-01,BASIC
4712,initial,2021-04-01,MAX
4713,initial,2021-04-01,PRO
4714,initial,2022-06-01,BASIC
4715,initial,2020-05-01,MAX
4716,initial,2021-09-01,PRO
4717,initial,2021-11-01,BASIC
4718,initial,2022-10-01,PRO
4719,initial,2021-01-01,BASIC
4720,initial,2022-01-01,BASIC
4721,initial,2021-02-01,BASIC
4722,initial,2021-01-01,BASIC
4723,initial,2022-01-01,PRO
4724,initial,2022-01-01,PRO
4725,initial,2022-09-01,PRO
4726,initial,2022-01-01,BASIC
4727,initial,2022-07-01,MAX
4728,initial,2022-10-01,MAX
4729,initial,2020-01-01,BASIC
4730,initial,2022-01-01,PRO
4731,initial,2021-05-01,PRO
4732,initial,2021-07-01,PRO
4733,initial,2020-11-01,PRO
4734,initial,2022-09-01,BASIC
4735,initial,2020-05-01,BASIC
4736,initial,2021-03-01,BASIC
4737,initial,2022-05-01,PRO
4738,initial,2020-10-01,BASIC
4739,initial,2020-03-01,BASIC
4740,initial,2020-07-01,BASIC
4741,initial,2021-01-01,BASIC
4742,initial,2021-09-01,PRO
4743,initial,2022-04-01,PRO
4744,initial,2021-02-01,PRO
4745,initial,2020-06-01,BASIC
4746,initial,2020-03-01,BASIC
4747,initial,2022-04-01,BASIC
4748,initial,2022-09-01,BASIC
4749,initial,2022-09-01,BASIC
4750,initial,2021-04-01,PRO
4751,initial,2020-09-01,MAX
4752,initial,2021-06-01,MAX
4753,initial,2022-12-01,BASIC
4754,initial,2022-09-01,BASIC
4755,initial,2022-06-01,PRO
4756,initial,2020-10-01,PRO
4757,initial,2022-08-01,pro
4758,initial,2021-07-01,PRO
4759,initial,2021-08-01,MAX
4760,initial,2020-03-01,PRO
4761,initial,2020-07-01,BASIC
4762,initial,2020-08-01,PRO
4763,initial,2022-11-01,BASIC
4764,initial,2021-02-01,MAX
4765,initial,2021-10-01,BASIC
4766,initial,2021-12-01,PRO
4767,initial,2021-01-01,BASIC
4768,initial,2022-08-01,PRO
4769,initial,2022-04-01,MAX
4770,initial,2021-02-01,PRO
4771,initial,2022-05-01,MAX
4772,initial,2021-11-01,BASIC
4773,initial,2020-08-01,BASIC
4774,initial,2020-07-01,PRO
4775,initial,2020-07-01,MAX
4776,initial,2022-07-01,BASIC
4777,initial,2022-09-01,BASIC
4778,initial,2021-08-01,BASIC
4779,initial,2020-05-01,BASIC
4780,initial,2021-04-01,BASIC
4781,initial,2020-09-01,BASIC
4782,initial,2022-05-01,BASIC
4783,initial,2020-06-01,BASIC
4784,initial,2021-03-01,PRO
4785,initial,2020-03-01,MAX
4786,initial,2022-02-01,MAX
4787,initial,2020-08-01,PRO
4788,initial,2021-06-01,BASIC
4789,initial,2022-06-01,MAX
4790,initial,2020-12-01,BASIC
4791,initial,2021-05-01,BASIC
4792,initial,2022-02-01,PRO
4793,initial,2022-04-01,PRO
4794,initial,2022-10-01,MAX
4795,initial,2020-01-01,BASIC
4796,initial,2022-09-01,BASIC
4797,initial,2021-09-01,PRO
4798,initial,2021-07-01,BASIC
4799,initial,2021-02-01,MAX
4800,initial,2020-05-01,PRO
4801,initial,2021-08-01,PRO
4802,initial,2020-05-01,BASIC
4803,initial,2021-12-01,PRO
4804,initial,2021-09-01,PRO
4805,initial,2022-04-01,MAX
4806,initial,2020-01-01,PRO
4807,initial,2022-09-01,PRO
4808,initial,2021-03-01,PRO
4809,initial,2022-05-01,BASIC
4810,initial,2022-08-01,MAX
4811,initial,2022-08-01,MAX
4812,initial,2020-12-01,MAX
4813,initial,2022-06-01,MAX
4814,initial,2022-01-01,BASIC
4815,initial,2020-01-01,BASIC
4816,initial,2022-07-01,BASIC
4817,initial,2020-07-01,MAX
4818,initial,2021-01-01,PRO
4819,initial,2021-06-01,MAX
4820,initial,2021-05-01,PRO
4821,initial,2021-07-01,PRO
4822,initial,2020-11-01,PRO
4823,initial,2022-01-01,BASIC
4824,initial,2020-02-01,MAX
4825,initial,2022-10-01,PRO
4826,initial,2021-08-01,PRO
4827,initial,2020-10-01,pro
4828,initial,2022-06-01,MAX
4829,initial,2020-07-01,MAX
4830,initial,2021-06-01,MAX
4831,initial,2022-08-01,BASIC
4832,initial,2021-11-01,PRO
4833,initial,2021-05-01,PRO
4834,initial,2020-02-01,MAX
4835,initial,2020-07-01,MAX
4836,initial,2021-06-01,BASIC
4837,initial,2020-10-01,BASIC
4838,initial,2020-10-01,PRO
4839,initial,2021-02-01,PRO
4840,initial,2020-01-01,MAX
4841,initial,2020-03-01,BASIC
4842,initial,2020-08-01,BASIC
4843,initial,2020-09-01,BASIC
4844,initial,2022-05-01,PRO
4845,initial,2021-06-01,MAX
4846,initial,2022-10-01,MAX
4847,initial,2021-07-01,BASIC
4848,initial,2020-01-01,PRO
4849,initial,2021-01-01,BASIC
4850,initial,2021-11-01,MAX
4851,initial,2021-01-01,BASIC
4852,initial,2022-12-01,PRO
4853,initial,2020-03-01,MAX
4854,initial,2021-01-01,BASIC
4855,initial,2021-10-01,MAX
4856,initial,2020-02-01,BASIC
4857,initial,2020-01-01,BASIC
4858,initial,2022-03-01,BASIC
4859,initial,2020-07-01,MAX
4860,initial,2022-05-01,PRO
4861,initial,2022-02-01,BASIC
4862,initial,2021-10-01,BASIC
4863,initial,2022-02-01,BASIC
4864,initial,2021-09-01,PRO
4865,initial,2020-05-01,PRO
4866,initial,2021-09-01,BASIC
4867,initial,2020-05-01,BASIC
4868,initial,2022-11-01,PRO
4869,initial,2022-11-01,BASIC
4870,initial,2021-02-01,PRO
4871,initial,2022-05-01,BASIC
4872,initial,2022-04-01,BASIC
4873,initial,2020-01-01,PRO
4874,initial,2022-11-01,BASIC
4875,initial,2021-06-01,BASIC
4876,initial,2020-06-01,BASIC
4877,initial,2021-01-01,PRO
4878,initial,2022-09-01,PRO
4879,initial,2020-06-01,MAX
4880,initial,2022-09-01,BASIC
4881,initial,2021-01-01,PRO
4882,initial,2022-03-01,PRO
4883,initial,2021-04-01,PRO
4884,initial,2020-07-01,PRO
4885,initial,2020-02-01,BASIC
4886,initial,2022-07-01,BASIC
4887,initial,2022-06-01,PRO
4888,initial,2020-10-01,BASIC
4889,initial,2020-06-01,BASIC
4890,initial,2021-03-01,MAX
4891,initial,2022-09-01,PRO
4892,initial,2022-06-01,BASIC
4893,initial,2022-12-01,PRO
4894,initial,2022-07-01,BASIC
4895,initial,2020-11-01,MAX
4896,initial,2020-07-01,PRO
4897,initial,2022-11-01,PRO
4898,initial,2022-09-01,PRO
4899,initial,2022-03-01,BASIC
4900,initial,2022-12-01,BASIC
4901,initial,2021-11-01,PRO
4902,initial,2021-02-01,MAX
4903,initial,2022-03-01,BASIC
4904,initial,2021-03-01,PRO
4905,initial,2020-07-01,BASIC
4906,initial,2022-03-01,MAX
4907,initial,2021-01-01,PRO
4908,initial,2022-10-01,PRO
4909,initial,2021-09-01,MAX
4910,initial,2022-12-01,BASIC
4911,initial,2021-01-01,PRO
4912,initial,2020-05-01,BASIC
4913,initial,2021-08-01,BASIC
4914,initial,2022-03-01,MAX
4915,initial,2022-07-01,BASIC
4916,initial,2022-05-01,PRO
4917,initial,2021-08-01,PRO
4918,initial,2021-07-01,BASIC
4919,initial,2022-07-01,MAX
4920,initial,2022-09-01,pro
4921,initial,2021-10-01,BASIC
4922,initial,2020-03-01,BASIC
4923,initial,2022-07-01,PRO
4924,initial,2022-01-01,PRO
4925,initial,2022-09-01,BASIC
4926,initial,2022-08-01,MAX
4927,initial,2021-09-01,PRO
4928,initial,2021-04-01,BASIC
4929,initial,2022-11-01,PRO
4930,initial,2022-10-01,BASIC
4931,initial,2021-11-01,PRO
4932,initial,2021-07-01,PRO
4933,initial,2021-11-01,MAX
4934,initial,2021-03-01,BASIC
4935,initial,2020-09-01,PRO
4936,initial,2022-03-01,PRO
4937,initial,2022-03-01,BASIC
4938,initial,2021-12-01,PRO
4939,initial,2022-02-01,MAX
4940,initial,2022-06-01,BASIC
4941,initial,2021-07-01,PRO
4942,initial,2021-02-01,PRO
4943,initial,2020-04-01,MAX
4944,initial,2020-01-01,PRO
4945,initial,2020-04-01,BASIC
4946,initial,2022-08-01,PRO
4947,initial,2021-10-01,PRO
4948,initial,2021-01-01,PRO
4949,initial,2020-07-01,PRO
4950,initial,2022-12-01,PRO
4951,initial,2022-03-01,BASIC
4952,initial,2021-04-01,MAX
4953,initial,2022-11-01,BASIC
4954,initial,2022-08-01,BASIC
4955,initial,2022-11-01,BASIC
4956,initial,2022-07-01,BASIC
4957,initial,2020-11-01,BASIC
4958,initial,2021-01-01,BASIC
4959,initial,2020-10-01,MAX
4960,initial,2020-11-01,MAX
4961,initial,2020-10-01,PRO
4962,initial,2021-03-01,PRO
4963,initial,2020-07-01,BASIC
4964,initial,2021-12-01,PRO
4965,initial,2022-03-01,PRO
4966,initial,2020-07-01,BASIC
4967,initial,2020-05-01,PRO
4968,initial,2020-04-01,MAX
4969,initial,2020-07-01,PRO
4970,initial,2020-09-01,MAX
4971,initial,2020-07-01,BASIC
4972,initial,2020-09-01,PRO
4973,initial,2022-08-01,BASIC
4974,initial,2021-08-01,PRO
4975,initial,2021-11-01,BASIC
4976,initial,2020-03-01,BASIC
4977,initial,2022-10-01,PRO
4978,initial,2020-04-01,MAX
4979,initial,2022-03-01,BASIC
4980,initial,2022-04-01,PRO
4981,initial,2020-06-01,PRO
4982,initial,2021-08-01,BASIC
4983,initial,2021-11-01,PRO
4984,initial,2021-06-01,BASIC
4985,initial,2020-02-01,PRO
4986,initial,2020-12-01,PRO
4987,initial,2022-03-01,MAX
4988,initial,2020-08-01,PRO
4989,initial,2021-11-01,BASIC
4990,initial,2021-07-01,MAX
4991,initial,2020-12-01,PRO
4992,initial,2021-05-01,BASIC
4993,initial,2021-03-01,PRO
4994,initial,2020-06-01,PRO
4995,initial,2020-06-01,PRO
4996,initial,2022-05-01,MAX
4997,initial,2021-07-01,BASIC
4998,initial,2021-05-01,PRO
4999,initial,2022-02-01,BASIC
5000,initial,2022-04-01,BASIC
5001,initial,2020-06-01,PRO
5002,initial,2020-09-01,PRO
5003,initial,2020-04-01,BASIC
5004,initial,2021-12-01,BASIC
5005,initial,2022-03-01,PRO
5006,initial,2020-03-01,BASIC
5007,initial,2021-11-01,PRO
5008,initial,2020-12-01,BASIC
5009,initial,2021-01-01,PRO
5010,initial,2022-08-01,PRO
5011,initial,2021-01-01,PRO
5012,initial,2020-07-01,BASIC
5013,initial,2022-12-01,PRO
5014,initial,2020-03-01,PRO
5015,initial,2021-07-01,BASIC
5016,initial,2020-01-01,BASIC
5017,initial,2021-12-01,BASIC
5018,initial,2022-09-01,BASIC
5019,initial,2021-08-01,PRO
5020,initial,2020-08-01,PRO
5021,initial,2022-01-01,MAX
5022,initial,2021-01-01,BASIC
5023,initial,2020-10-01,BASIC
5024,initial,2020-09-01,PRO
5025,initial,2021-09-01,MAX
5026,initial,2021-04-01,BASIC
5027,initial,2021-12-01,MAX
5028,initial,2021-04-01,PRO
5029,initial,2022-03-01,BASIC
5030,initial,2022-02-01,MAX
5031,initial,2022-08-01,PRO
5032,initial,2021-07-01,PRO
5033,initial,2020-12-01,BASIC
5034,initial,2021-08-01,MAX
5035,initial,2021-02-01,MAX
5036,initial,2022-08-01,BASIC
5037,initial,2021-02-01,MAX
5038,initial,2022-06-01,PRO
5039,initial,2020-05-01,BASIC
5040,initial,2021-11-01,PRO
5041,initial,2020-08-01,BASIC
5042,initial,2020-02-01,PRO
5043,initial,2020-04-01,PRO
5044,initial,2020-05-01,MAX
5045,initial,2021-02-01,PRO
5046,initial,2020-09-01,PRO
5047,initial,2020-10-01,PRO
5048,initial,2020-09-01,MAX
5049,initial,2021-02-01,MAX
5050,initial,2021-03-01,PRO
5051,initial,2021-12-01,PRO
5052,initial,2020-12-01,BASIC
5053,initial,2022-01-01,MAX
5054,initial,2020-05-01,MAX
5055,initial,2020-06-01,BASIC
5056,initial,2020-01-01,PRO
5057,initial,2021-10-01,PRO
5058,initial,2021-07-01,PRO
5059,initial,2022-01-01,PRO
5060,initial,2020-05-01,MAX
5061,initial,2022-09-01,BASIC
5062,initial,2022-11-01,BASIC
5063,initial,2022-01-01,pro
5064,initial,2020-09-01,BASIC
5065,initial,2020-10-01,PRO
5066,initial,2021-10-01,PRO
5067,initial,2020-05-01,BASIC
5068,initial,2021-07-01,MAX
5069,initial,2022-05-01,PRO
5070,initial,2022-11-01,PRO
5071,initial,2022-05-01,MAX
5072,initial,2020-07-01,BASIC
5073,initial,2020-02-01,BASIC
5074,initial,2022-05-01,PRO
5075,initial,2020-06-01,BASIC
5076,initial,2021-09-01,BASIC
5077,initial,2022-03-01,BASIC
5078,initial,2020-09-01,PRO
5079,initial,2021-07-01,BASIC
5080,initial,2020-05-01,MAX
5081,initial,2021-05-01,BASIC
5082,initial,2020-03-01,BASIC
5083,initial,2021-06-01,PRO
5084,initial,2022-05-01,BASIC
5085,initial,2021-03-01,BASIC
5086,initial,2020-12-01,BASIC
5087,initial,2022-07-01,PRO
5088,initial,2021-07-01,PRO
5089,initial,2020-06-01,PRO
5090,initial,2021-06-01,PRO
5091,initial,2021-06-01,PRO
5092,initial,2021-06-01,MAX
5093,initial,2020-01-01,BASIC
5094,initial,2021-11-01,MAX
5095,initial,2021-10-01,BASIC
5096,initial,2020-04-01,PRO
5097,initial,2020-12-01,MAX
5098,initial,2022-07-01,PRO
5099,initial,2022-09-01,BASIC
5100,initial,2021-04-01,MAX
5101,initial,2021-05-01,MAX
5102,initial,2022-09-01,MAX
5103,initial,2022-09-01,BASIC
5104,initial,2021-01-01,MAX
5105,initial,2021-06-01,PRO
5106,initial,2020-03-01,PRO
5107,initial,2020-03-01,MAX
5108,initial,2022-05-01,BASIC
5109,initial,2021-09-01,MAX
5110,initial,2020-01-01,PRO
5111,initial,2022-11-01,BASIC
5112,initial,2022-01-01,PRO
5113,initial,2022-12-01,PRO
5114,initial,2022-06-01,PRO
5115,initial,2021-11-01,BASIC
5116,initial,2022-05-01,PRO
5117,initial,2020-06-01,PRO
5118,initial,2021-02-01,BASIC
5119,initial,2022-04-01,PRO
5120,initial,2021-02-01,BASIC
5121,initial,2021-02-01,PRO
5122,initial,2021-08-01,PRO
5123,initial,2020-05-01,MAX
5124,initial,2022-11-01,BASIC
5125,initial,2021-03-01,PRO
5126,initial,2020-01-01,MAX
5127,initial,2020-06-01,BASIC
5128,initial,2021-12-01,MAX
5129,initial,2021-10-01,PRO
5130,initial,2021-05-01,MAX
5131,initial,2021-12-01,PRO
5132,initial,2020-07-01,MAX
5133,initial,2020-04-01,BASIC
5134,initial,2021-02-01,PRO
5135,initial,2021-12-01,BASIC
5136,initial,2021-04-01,BASIC
5137,initial,2022-02-01,BASIC
5138,initial,2022-02-01,BASIC
5139,initial,2020-04-01,MAX
5140,initial,2021-05-01,PRO
5141,initial,2020-12-01,PRO
5142,initial,2022-10-01,MAX
5143,initial,2022-06-01,PRO
5144,initial,2021-10-01,BASIC
5145,initial,2022-12-01,PRO
5146,initial,2021-11-01,PRO
5147,initial,2021-09-01,BASIC
5148,initial,2022-01-01,PRO
5149,initial,2022-05-01,PRO
5150,initial,2022-01-01,BASIC
5151,initial,2022-07-01,PRO
5152,initial,2022-12-01,PRO
5153,initial,2022-02-01,BASIC
5154,initial,2022-01-01,BASIC
5155,initial,2020-08-01,PRO
5156,initial,2021-01-01,PRO
5157,initial,2020-06-01,PRO
5158,initial,2020-08-01,PRO
5159,initial,2020-03-01,BASIC
5160,initial,2021-01-01,MAX
5161,initial,2020-04-01,PRO
5162,initial,2022-12-01,BASIC
5163,initial,2021-04-01,BASIC
5164,initial,2021-05-01,BASIC
5165,initial,2020-06-01,BASIC
5166,initial,2021-09-01,MAX
5167,initial,2021-09-01,PRO
5168,initial,2021-07-01,BASIC
5169,initial,2021-08-01,PRO
5170,initial,2022-03-01,PRO
5171,initial,2022-10-01,BASIC
5172,initial,2022-11-01,BASIC
5173,initial,2022-07-01,PRO
5174,initial,2022-11-01,MAX
5175,initial,2022-10-01,PRO
5176,initial,2020-07-01,BASIC
5177,initial,2022-03-01,PRO
5178,initial,2021-01-01,PRO
5179,initial,2020-08-01,BASIC
5180,initial,2021-06-01,BASIC
5181,initial,2022-01-01,BASIC
5182,initial,2020-01-01,PRO
5183,initial,2021-06-01,MAX
5184,initial,2021-01-01,BASIC
5185,initial,2021-04-01,MAX
5186,initial,2020-07-01,BASIC
5187,initial,2020-07-01,BASIC
5188,initial,2022-05-01,PRO
5189,initial,2021-08-01,BASIC
5190,initial,2020-06-01,MAX
5191,initial,2020-03-01,PRO
5192,initial,2021-01-01,MAX
5193,initial,2020-09-01,MAX
5194,initial,2020-04-01,BASIC
5195,initial,2022-09-01,BASIC
5196,initial,2022-09-01,PRO
5197,initial,2020-11-01,PRO
5198,initial,2020-05-01,BASIC
5199,initial,2022-09-01,PRO
5200,initial,2020-04-01,MAX
5201,initial,2022-05-01,BASIC
