cust_id,customer_gender,age_group,customer_country
2184,Male,25-34,Finland
2185,Female,25-34,Denmark
2186,Female,18-24,Sverige
2187_cust,Male,18-24,Norway
2188,Other,45-54,Sweden
2189,Male,35-44,Sweden
2190,Female,18-24,Finland
2191,Other,25-34,Finland
2192,Other,45-54,Norway
2193_cust,Other,18-24,Sweden
2194,Other,25-34,Denmark
2195_cust,Other,35-44,Denmark
2196,Female,18-24,Norge
2197_cust,Female,25-34,Sweden
2198,Other,25-34,Norge
2199,Male,45-54,Sweden
2200,Female,18-24,Finland
2201_cust,Other,18-24,Norway
2202,Male,18-24,Norway
2203,Female,25-34,Denmark
2204,Male,18-24,Denmark
2205,Male,55-65,Sweden
2206_cust,Other,18-24,Sweden
2207,Other,18-24,Sweden
2208,Other,55-65,Denmark
2209,Other,35-44,Sweden
2210,Other,55-65,Finland
2211_cust,Other,18-24,Norway
2212_cust,Other,45-54,Denmark
2213,Other,25-34,Sweden
2214,Other,45-54,Sweden
2215_cust,Male,35-44,Sweden
2216,Other,55-65,Denmark
2217,Female,35-44,Finland
2218,Male,35-44,Norge
2219,Other,35-44,Finland
2220,Other,55-65,Denmark
2221,Male,35-44,Sweden
2222,Female,25-34,Finland
2223,Female,55-65,Norway
2224,Male,18-24,Denmark
2225_cust,Female,25-34,Sweden
2226,Other,18-24,Norway
2227_cust,Female,25-34,Denmark
2228,Other,25-34,Denmark
2229,Female,45-54,Norway
2230,Female,45-54,Sweden
2231,Male,25-34,Denmark
2232,Female,18-24,Sweden
2233,Female,35-44,Finland
2234_cust,Female,45-54,Sweden
2235,Male,55-65,Sweden
2236,Other,25-34,Denmark
2237,Female,45-54,Sweden
2238,Male,45-54,Sweden
2239,Other,45-54,Finland
2240,Other,18-24,Norway
2241,Male,25-34,Sweden
2242,Other,18-24,Finland
2243,Female,35-44,Finland
2244,Male,18-24,Finland
2245,Female,45-54,Denmark
2246,Female,35-44,Finland
2247,Other,45-54,Norway
2248_cust,Other,18-24,Denmark
2249_cust,Female,35-44,Denmark
2250_cust,Female,18-24,Sweden
2251,Other,45-54,Norway
2252,Female,18-24,Norway
2253_cust,Other,35-44,Denmark
2254,Other,18-24,Norway
2255_cust,Other,35-44,Finland
2256,Male,35-44,Sweden
2257,Other,25-34,Finland
2258_cust,Female,18-24,Finland
2259,Other,55-65,Norge
2260_cust,Male,35-44,Sweden
2261_cust,Female,55-65,Finland
2262,Other,18-24,Finland
2263,Other,18-24,Sweden
2264,Male,25-34,Denmark
2265,Other,25-34,Sweden
2266_cust,Female,25-34,Denmark
2267_cust,Male,18-24,Denmark
2268,Female,35-44,Sweden
2269,Other,45-54,Norway
2270,Other,45-54,Norway
2271,Female,18-24,Sweden
2272,Male,55-65,Denmark
2273,Other,35-44,Sweden
2274,Male,35-44,Finland
2275,Other,18-24,Finland
2276,Female,18-24,Sweden
2277_cust,Other,55-65,Sweden
2278,Female,55-65,Sweden
2279_cust,Male,45-54,Norway
2280,Female,18-24,Denmark
2281,Female,45-54,Sweden
2282,Other,25-34,Norway
2283,Female,18-24,Denmark
2284,Other,18-24,Norway
2285_cust,Female,35-44,Finland
2286,Male,45-54,Denmark
2287,Other,18-24,Sweden
2288,Other,45-54,Denmark
2289,Other,35-44,Finland
2290_cust,Other,18-24,Denmark
2291,Other,25-34,Sweden
2292_cust,Other,45-54,Denmark
2293,Other,55-65,Sweden
2294,Male,55-65,Denmark
2295,Other,18-24,Norway
2296,Other,25-34,Sweden
2297,Male,25-34,Sweden
2298_cust,Female,25-34,Denmark
2299,Female,25-34,Denmark
2300,Other,25-34,Sweden
2301,Other,35-44,Norway
2302,Other,35-44,Norway
2303_cust,Other,55-65,Denmark
2304_cust,Female,18-24,Finland
2305,Other,55-65,Norway
2306,Female,35-44,Finland
2307_cust,Other,45-54,Finland
2308,Female,18-24,Norway
2309,Male,55-65,Sweden
2310_cust,Female,25-34,Sweden
2311_cust,Female,25-34,Finland
2312_cust,Female,35-44,Sweden
2313,Other,25-34,Norway
2314,Male,18-24,Sweden
2315_cust,Female,35-44,Norway
2316,Other,55-65,Finland
2317,Other,18-24,Denmark
2318,Male,35-44,Finland
2319,Male,55-65,Norway
2320,Other,35-44,Denmark
2321_cust,Male,45-54,Denmark
2322_cust,Other,25-34,Finland
2323,Female,18-24,Finland
2324,Male,55-65,Sweden
2325,Other,18-24,Denmark
2326,Other,25-34,Denmark
2327,Female,35-44,Sweden
2328_cust,Male,55-65,Norway
2329_cust,Female,25-34,Sweden
2330,Other,55-65,Denmark
2331_cust,Female,25-34,Norway
2332_cust,Male,45-54,Sweden
2333_cust,Male,45-54,Sweden
2334,Other,25-34,Denmark
2335,Male,25-34,Finland
2336,Other,18-24,Sweden
2337,Female,18-24,Denmark
2338_cust,Male,35-44,Sweden
2339_cust,Male,25-34,Sweden
2340,Male,18-24,Sweden
2341,Female,18-24,Sweden
2342,Other,25-34,Sweden
2343,Other,55-65,Sweden
2344,Other,18-24,Denmark
2345_cust,Other,18-24,Sweden
2346,Female,45-54,Finland
2347,Male,18-24,Sweden
2348,Male,25-34,Sweden
2349,Other,45-54,Finland
2350,Male,18-24,Denmark
2351,Other,45-54,Sweden
2352,Other,45-54,Sweden
2353_cust,Male,45-54,Sweden
2354_cust,Female,55-65,Denmark
2355_cust,Male,25-34,Sweden
2356_cust,Other,45-54,Denmark
2357_cust,Other,18-24,Sweden
2358,Female,35-44,Sweden
2359,Female,55-65,Finland
2360,Other,25-34,Denmark
2361,Other,18-24,Sweden
2362,Male,25-34,Sweden
2363,Female,45-54,Denmark
2364,Female,45-54,Sweden
2365,Other,25-34,Finland
2366_cust,Other,18-24,Sweden
2367,Other,55-65,Sweden
2368,Other,55-65,Sweden
2369,Other,55-65,Finland
2370,Other,35-44,Norway
2371,Other,45-54,Sweden
2372,Female,45-54,Sweden
2373_cust,Male,55-65,Finland
2374,Other,25-34,Norway
2375,Male,18-24,Finland
2376,Other,18-24,Sweden
2377,Male,35-44,Finland
2378_cust,Other,25-34,Denmark
2379,Other,45-54,Denmark
2380,Other,25-34,Sweden
2381_cust,Female,25-34,Norway
2382,Male,45-54,Denmark
2383,Female,35-44,Finland
2384,Male,45-54,Sweden
2385,Male,25-34,Denmark
2386,Male,25-34,Sweden
2387_cust,Other,55-65,Finland
2388,Female,18-24,Denmark
2389,m,18-24,Denmark
2390,Female,35-44,Denmark
2391,Female,18-24,Denmark
2392,Other,25-34,Denmark
2393,m,55-65,Denmark
2394,Other,55-65,Sweden
2395,Other,18-24,Finland
2396_cust,Female,25-34,Sweden
2397,Male,25-34,Norway
2398,Female,35-44,Sweden
2399,Female,18-24,Sweden
2400,Other,45-54,Sweden
2401_cust,Male,35-44,Denmark
2402,Other,55-65,Denmark
2403_cust,Female,25-34,Finland
2404_cust,Other,45-54,Sweden
2405_cust,Other,55-65,Norway
2406,Female,45-54,Norway
2407,Other,18-24,Sweden
2408_cust,Other,25-34,Sweden
2409,Other,18-24,Denmark
2410,Other,18-24,Norway
2411_cust,Other,25-34,Norway
2412,Female,45-54,Sweden
2413,Male,55-65,Finland
2414,Female,45-54,Sweden
2415,Other,35-44,Sweden
2416_cust,Female,25-34,Norway
2417,Female,55-65,Finland
2418,Other,45-54,Finland
2419,Other,25-34,Sweden
2420_cust,Male,45-54,Denmark
2421,Male,55-65,Sweden
2422,Other,25-34,Denmark
2423,Other,25-34,Finland
2424_cust,Female,18-24,Finland
2425_cust,Other,45-54,Norway
2426,Other,55-65,Denmark
2427,Female,45-54,Denmark
2428_cust,Other,55-65,Sweden
2429_cust,Male,25-34,Denmark
2430,Male,55-65,Sweden
2431,Male,18-24,Norway
2432_cust,Male,45-54,Norway
2433,Male,45-54,Sweden
2434,Other,35-44,Norway
2435,Male,35-44,Sweden
2436,Other,25-34,Sweden
2437,Other,45-54,Denmark
2438_cust,Female,45-54,Finland
2439,Female,45-54,Norway
2440,Female,18-24,Denmark
2441_cust,Male,25-34,Sweden
2442_cust,Other,25-34,Denmark
2443_cust,Other,55-65,Sweden
2444,Other,25-34,Sweden
2445_cust,Male,18-24,Sweden
2446,Male,25-34,Denmark
2447,Male,25-34,Finland
2448,Male,25-34,Norway
2449,Male,45-54,Finland
2450,Male,55-65,Denmark
2451,Other,18-24,Sweden
2452,Male,18-24,Denmark
2453,Female,55-65,Sweden
2454_cust,Male,45-54,Finland
2455,Other,25-34,Finland
2456,Male,25-34,Sweden
2457,Female,45-54,Sweden
2458,Other,25-34,Finland
2459,Other,55-65,Norway
2460,Other,55-65,Finland
2461,Female,35-44,Denmark
2462_cust,Other,55-65,Finland
2463_cust,Other,25-34,Norway
2464_cust,Other,35-44,Norway
2465,Male,35-44,Finland
2466_cust,Other,25-34,Denmark
2467_cust,Male,45-54,Norway
2468,Female,35-44,Sweden
2469,Other,45-54,Sweden
2470,Female,35-44,Sweden
2471,Other,25-34,Sweden
2472_cust,Male,25-34,Sweden
2473,Male,55-65,Sweden
2474,Other,55-65,Sweden
2475,Other,18-24,Sweden
2476,Male,25-34,Sweden
2477_cust,Other,45-54,Sweden
2478,Female,18-24,Finland
2479,Other,18-24,Sweden
2480_cust,Other,35-44,Sweden
2481_cust,Other,45-54,Sweden
2482,Female,45-54,Sweden
2483,Other,35-44,Sweden
2484,Male,55-65,Sweden
2485,Male,18-24,Sweden
2486_cust,Male,18-24,Sweden
2487,Female,35-44,Sweden
2488_cust,Female,25-34,Sweden
2489_cust,Other,45-54,Finland
2490,Male,25-34,Sweden
2491,Male,25-34,Norway
2492_cust,Other,18-24,Norway
2493_cust,Other,55-65,Sweden
2494_cust,Male,18-24,Finland
2495,Female,18-24,Norway
2496_cust,Other,55-65,Sweden
2497,Male,55-65,Denmark
2498,Other,55-65,Finland
2499_cust,Male,25-34,Finland
2500_cust,Male,25-34,Norway
2501,Female,18-24,Sweden
2502,Male,18-24,Finland
2503,Other,18-24,Sweden
2504_cust,Female,55-65,Sweden
2505,Female,18-24,Norway
2506,Male,18-24,Norway
2507,Male,55-65,Sweden
2508_cust,Female,45-54,Sweden
2509_cust,Female,25-34,Sweden
2510_cust,Male,25-34,Sweden
2511_cust,Female,25-34,Norway
2512,Other,18-24,Finland
2513_cust,Other,25-34,Finland
2514,Other,45-54,Denmark
2515,Female,35-44,Finland
2516,Other,35-44,Finland
2517,Male,35-44,Sweden
2518,Other,45-54,Sweden
2519_cust,Female,55-65,Norway
2520,Female,55-65,Sweden
2521,Other,25-34,Sweden
2522_cust,Other,45-54,Sweden
2523,Male,18-24,Finland
2524,Other,35-44,Norway
2525,Other,35-44,Norway
2526_cust,Other,18-24,Denmark
2527_cust,Other,45-54,Norway
2528,Other,18-24,Sweden
2529,Other,45-54,Sweden
2530,Female,35-44,Sweden
2531,Other,25-34,Finland
2532_cust,Other,55-65,Finland
2533,Male,25-34,Norway
2534_cust,Other,25-34,Sweden
2535_cust,Male,45-54,Denmark
2536,Other,25-34,Finland
2537,Other,55-65,Sweden
2538,Female,25-34,Sweden
2539_cust,Other,25-34,Sweden
2540,Other,35-44,Norway
2541,Female,18-24,Norway
2542_cust,Male,25-34,Sweden
2543,Male,55-65,Sweden
2544_cust,Male,25-34,Finland
2545,Male,45-54,Sweden
2546,Female,55-65,Finland
2547,Male,25-34,Sweden
2548,Female,18-24,Finland
2549,Other,45-54,Sweden
2550,Female,35-44,Finland
2551,Other,35-44,Sweden
2552,Other,45-54,Denmark
2553,Other,25-34,Denmark
2554,Other,25-34,Sweden
2555_cust,Other,25-34,Norway
2556,Other,45-54,Denmark
2557,Female,45-54,Denmark
2558,Other,45-54,Norway
2559_cust,Other,35-44,Finland
2560,Female,55-65,Norway
2561,Male,25-34,Finland
2562_cust,Female,35-44,Finland
2563,Other,55-65,Denmark
2564,Female,35-44,Sweden
2565_cust,Other,55-65,Sweden
2566,Female,45-54,Sweden
2567_cust,Male,55-65,Denmark
2568,Male,55-65,Sweden
2569,Female,25-34,Denmark
2570_cust,Other,35-44,Denmark
2571,Other,45-54,Finland
2572,Female,18-24,Sweden
2573_cust,Other,55-65,Sweden
2574_cust,Male,35-44,Finland
2575_cust,Other,35-44,Sweden
2576,Male,35-44,Sweden
2577,Other,25-34,Denmark
2578,Female,45-54,Denmark
2579,Female,18-24,Sweden
2580_cust,Other,45-54,Norway
2581,Female,18-24,Denmark
2582,Male,45-54,Denmark
2583_cust,Female,45-54,Sverige
2584,Female,35-44,Sweden
2585,Male,25-34,Denmark
2586_cust,Male,18-24,Sweden
2587,Male,18-24,Sweden
2588,Male,25-34,Sweden
2589_cust,Male,45-54,Sweden
2590,Female,45-54,Sweden
2591,Other,55-65,Finland
2592,Male,55-65,Denmark
2593,Other,45-54,Denmark
2594,Female,55-65,Norway
2595_cust,Male,45-54,Finland
2596,Other,45-54,Finland
2597,Other,18-24,Finland
2598,Other,25-34,Denmark
2599,Female,35-44,Norway
2600,Female,25-34,Sweden
2601,Other,35-44,Norway
2602_cust,Male,55-65,Norway
2603,Other,55-65,Finland
2604,Female,35-44,Sweden
2605_cust,Male,35-44,Finland
2606_cust,Male,35-44,Norway
2607_cust,Male,25-34,Sweden
2608,Female,45-54,Sweden
2609_cust,Other,55-65,Denmark
2610_cust,Other,18-24,Norway
2611_cust,Other,45-54,Sverige
2612_cust,Other,18-24,Denmark
2613_cust,Other,55-65,Sweden
2614_cust,Male,25-34,Norge
2615,Male,55-65,Sweden
2616_cust,Female,45-54,Sweden
2617,Female,55-65,Sweden
2618,Other,18-24,Sweden
2619,Male,25-34,Finland
2620_cust,Female,35-44,Sweden
2621_cust,Other,45-54,Norway
2622,Other,45-54,Sweden
2623,Other,18-24,Sweden
2624,Other,25-34,Norway
2625,Male,35-44,Sweden
2626,Other,25-34,Finland
2627,Male,35-44,Sweden
2628,Male,55-65,Sweden
2629,Other,45-54,Norway
2630_cust,Other,35-44,Norway
2631,Other,55-65,Sweden
2632_cust,Female,55-65,Norway
2633_cust,Other,18-24,Sweden
2634,Male,18-24,Finland
2635,Female,18-24,Denmark
2636,Other,25-34,Norway
2637_cust,Male,35-44,Sweden
2638_cust,Other,25-34,Sweden
2639_cust,Female,18-24,Finland
2640,Other,55-65,Finland
2641,Female,45-54,Sweden
2642_cust,Other,18-24,Finland
2643_cust,Female,55-65,Finland
2644,Female,45-54,Sweden
2645,Other,45-54,Finland
2646,Other,45-54,Sweden
2647,Other,55-65,Norway
2648_cust,Other,45-54,Norway
2649_cust,Male,25-34,Sweden
2650,Female,18-24,Sweden
2651_cust,Male,25-34,Sweden
2652,Male,55-65,Norway
2653,Other,55-65,Finland
2654,Male,18-24,Denmark
2655,Other,18-24,Denmark
2656,Female,18-24,Norway
2657,Female,45-54,Norway
2658_cust,Other,35-44,Finland
2659,Male,25-34,Norway
2660,Female,25-34,Sweden
2661_cust,Other,25-34,Finland
2662,Female,55-65,Norway
2663_cust,Other,45-54,Finland
2664_cust,Other,45-54,Sweden
2665_cust,Female,25-34,Norway
2666,Female,18-24,Sweden
2667,Male,45-54,Denmark
2668,Other,45-54,Finland
2669_cust,Other,18-24,Norway
2670,Other,55-65,Finland
2671_cust,Female,35-44,Sweden
2672_cust,Male,18-24,Sweden
2673,Male,25-34,Sweden
2674,Other,45-54,Sweden
2675_cust,Other,45-54,Norway
2676_cust,Other,45-54,Sweden
2677_cust,Other,55-65,Norway
2678,Female,45-54,Norway
2679,Female,55-65,Norway
2680_cust,Female,55-65,Denmark
2681,Other,35-44,Finland
2682,Female,55-65,Sweden
2683_cust,Male,45-54,Denmark
2684_cust,Other,25-34,Denmark
2685,Female,45-54,Norway
2686_cust,Other,55-65,Denmark
2687_cust,Other,18-24,Finland
2688,Other,55-65,Sweden
2689_cust,Other,45-54,Denmark
2690,Other,18-24,Finland
2691,Male,25-34,Norway
2692,Female,45-54,Denmark
2693_cust,Other,18-24,Norway
2694,Other,25-34,Sweden
2695_cust,Other,55-65,Sweden
2696,Female,55-65,Denmark
2697,Female,18-24,Norway
2698_cust,Male,18-24,Finland
2699_cust,Other,35-44,Sweden
2700,Female,18-24,Finland
2701,Other,35-44,Norway
2702,Male,25-34,Sweden
2703,Other,55-65,Norway
2704,Female,25-34,Sweden
2705_cust,Female,18-24,Denmark
2706,Female,25-34,Norway
2707,Other,25-34,Norway
2708,Female,25-34,Finland
2709,Male,18-24,Denmark
2710,Female,55-65,Norway
2711_cust,Male,18-24,Sweden
2712_cust,Other,45-54,Sweden
2713,Other,45-54,Finland
2714_cust,Male,35-44,Norway
2715,Other,35-44,Norway
2716_cust,Female,18-24,Norway
2717,Other,25-34,Denmark
2718_cust,Other,35-44,Sweden
2719,Female,35-44,Denmark
2720_cust,Other,25-34,Norway
2721,Other,25-34,Norway
2722,Female,18-24,Finland
2723,Female,25-34,Sweden
2724,Male,55-65,Denmark
2725,Female,18-24,Sweden
2726,Male,25-34,Sweden
2727,Female,35-44,Sweden
2728_cust,Female,55-65,Sweden
2729,Female,55-65,Denmark
2730,Other,55-65,Sweden
2731,Other,35-44,Sweden
2732_cust,Female,25-34,Sweden
2733,Other,18-24,Denmark
2734,Other,25-34,Sweden
2735,Female,18-24,Sweden
2736_cust,Female,55-65,Sweden
2737_cust,Female,18-24,Finland
2738,Male,18-24,Norway
2739,Male,35-44,Finland
2740_cust,Male,25-34,Norway
2741,Male,45-54,Norway
2742_cust,Other,18-24,Norway
2743,Other,18-24,Sweden
2744,Other,45-54,Sweden
2745,Male,18-24,Norway
2746,Male,35-44,Finland
2747,Other,55-65,Sweden
2748_cust,Other,25-34,Denmark
2749,Other,18-24,Sweden
2750_cust,Female,55-65,Sweden
2751,Female,18-24,Sweden
2752_cust,Male,55-65,Finland
2753,Other,45-54,Sweden
2754,Female,35-44,Norway
2755_cust,Other,35-44,Norway
2756_cust,Male,25-34,Sweden
2757,Female,35-44,Sweden
2758,Male,55-65,Norway
2759,Other,35-44,Denmark
2760_cust,Other,35-44,Sweden
2761_cust,Female,25-34,Sweden
2762,Male,45-54,Denmark
2763_cust,Other,18-24,Norway
2764,Other,35-44,Denmark
2765_cust,Male,18-24,Sweden
2766,Other,45-54,Sweden
2767,Female,55-65,Sweden
2768,Other,18-24,Finland
2769,Female,55-65,Finland
2770_cust,Other,25-34,Sweden
2771,Other,25-34,Denmark
2772_cust,Other,25-34,Sweden
2773,Other,18-24,Norway
2774,Other,45-54,Norway
2775,Female,55-65,Sweden
2776,Female,45-54,Finland
2777_cust,Other,35-44,Sweden
2778,Other,35-44,Finland
2779,Male,25-34,Denmark
2780,Female,18-24,Norway
2781_cust,Other,45-54,Finland
2782,Other,35-44,Sweden
2783,Male,18-24,Norway
2784,Female,35-44,Sweden
2785,Other,25-34,Norway
2786_cust,Male,55-65,Norway
2787,Female,25-34,Sweden
2788,Other,18-24,Norway
2789,Male,25-34,Sweden
2790,Male,35-44,Sweden
2791,Other,25-34,Denmark
2792,Male,25-34,Sweden
2793_cust,Male,45-54,Sweden
2794,Other,18-24,Norway
2795_cust,Female,18-24,Sweden
2796_cust,Male,18-24,Norway
2797,Other,25-34,Sweden
2798,Other,18-24,Finland
2799_cust,Male,25-34,Norway
2800_cust,Other,25-34,Finland
2801,Other,25-34,Sweden
2802,Female,55-65,Norway
2803_cust,Other,35-44,Sweden
2804_cust,Other,18-24,Sweden
2805_cust,Other,45-54,Sweden
2806,Other,18-24,Finland
2807,Male,55-65,Sweden
2808_cust,Other,18-24,Sweden
2809_cust,Male,45-54,Norway
2810,Other,25-34,Denmark
2811_cust,Other,25-34,Sweden
2812,Other,25-34,Sweden
2813,Other,25-34,Norway
2814_cust,Other,25-34,Sweden
2815_cust,Male,25-34,Finland
2816,Male,55-65,Denmark
2817_cust,Female,25-34,Sweden
2818_cust,Male,18-24,Norway
2819,Other,35-44,Sweden
2820_cust,Other,18-24,Finland
2821,Female,35-44,Norway
2822_cust,Female,45-54,Norway
2823,Female,25-34,Sweden
2824,Other,45-54,Denmark
2825_cust,Other,25-34,Sweden
2826_cust,Other,18-24,Sweden
2827,Female,18-24,Denmark
2828_cust,Male,45-54,Sweden
2829_cust,Other,18-24,Sweden
2830_cust,Male,18-24,Sweden
2831_cust,Male,35-44,Norge
2832_cust,Other,18-24,Denmark
2833,Other,18-24,Finland
2834,m,55-65,Denmark
2835,Female,45-54,Sweden
2836,Other,55-65,Sweden
2837,Male,55-65,Denmark
2838,Male,35-44,Sweden
2839,Female,45-54,Denmark
2840_cust,Male,18-24,Sweden
2841,Male,35-44,Denmark
2842,Other,35-44,Norway
2843_cust,Male,35-44,Sweden
2844,Other,25-34,Sweden
2845,Male,35-44,Norway
2846,Male,45-54,Sweden
2847_cust,Other,35-44,Sweden
2848_cust,Female,55-65,Norway
2849_cust,Female,18-24,Norway
2850_cust,Other,35-44,Denmark
2851_cust,Female,35-44,Sweden
2852,Male,25-34,Finland
2853_cust,Other,45-54,Finland
2854_cust,Male,55-65,Denmark
2855,Male,55-65,Sweden
2856,Male,25-34,Norway
2857_cust,Other,35-44,Denmark
2858,Other,35-44,Sweden
2859,Female,18-24,Norway
2860_cust,Other,55-65,Sweden
2861_cust,Other,18-24,Norway
2862_cust,Other,45-54,Norway
2863_cust,Female,25-34,Sweden
2864_cust,Other,35-44,Sweden
2865,Other,55-65,Sweden
2866_cust,Female,55-65,Denmark
2867,Other,25-34,Norway
2868,Male,35-44,Sweden
2869,Male,35-44,Denmark
2870_cust,Other,25-34,Norway
2871_cust,Male,45-54,Finland
2872,Female,55-65,Sweden
2873,Other,45-54,Norway
2874,Other,18-24,Sweden
2875_cust,Male,55-65,Finland
2876,Female,45-54,Sweden
2877_cust,Other,25-34,Finland
2878,Female,55-65,Norway
2879,Other,18-24,Denmark
2880,Female,18-24,Finland
2881_cust,Female,45-54,Sweden
2882_cust,Male,55-65,Finland
2883_cust,Other,35-44,Sweden
2884,Female,55-65,Denmark
2885,Other,45-54,Sweden
2886_cust,Other,55-65,Finland
2887_cust,Male,35-44,Denmark
2888,Male,35-44,Norway
2889,Other,25-34,Sweden
2890,Female,18-24,Sweden
2891,Female,25-34,Norway
2892,Female,45-54,Finland
2893,Male,18-24,Sweden
2894_cust,Female,35-44,Finland
2895_cust,Female,18-24,Finland
2896,Other,18-24,Norway
2897,m,25-34,Sweden
2898,Female,55-65,Norway
2899,Other,18-24,Finland
2900,Male,18-24,Finland
2901,Female,25-34,Sweden
2902,Male,18-24,Denmark
2903,Other,35-44,Norway
2904_cust,Male,55-65,Sweden
2905,Other,25-34,Sweden
2906,Male,18-24,Norway
2907,Male,18-24,Finland
2908,Male,35-44,Sweden
2909,Female,35-44,Denmark
2910,Female,18-24,Norway
2911,Other,55-65,Finland
2912,Other,35-44,Sweden
2913,Other,45-54,Sweden
2914,Female,25-34,Finland
2915_cust,Other,45-54,Sweden
2916,Male,18-24,Sweden
2917,Male,35-44,Sweden
2918,Other,18-24,Sweden
2919_cust,Male,45-54,Sweden
2920_cust,Other,25-34,Sweden
2921,Male,18-24,Denmark
2922,Female,18-24,Finland
2923,Other,25-34,Norway
2924,Male,18-24,Denmark
2925,Male,25-34,Norway
2926_cust,Other,25-34,Finland
2927,Female,25-34,Sweden
2928,Other,45-54,Denmark
2929,Other,25-34,Sweden
2930_cust,Female,25-34,Norway
2931,Male,35-44,Finland
2932,Other,25-34,Finland
2933,Other,45-54,Norway
2934,Male,45-54,Denmark
2935_cust,Other,35-44,Norway
2936,Female,35-44,Finland
2937,Female,18-24,Sweden
2938,Male,55-65,Denmark
2939_cust,Female,25-34,Finland
2940_cust,Male,18-24,Norway
2941,Male,25-34,Finland
2942,Other,18-24,Denmark
2943,Other,45-54,Denmark
2944,Male,45-54,Denmark
2945,Male,25-34,Denmark
2946_cust,Female,18-24,Norway
2947,Other,45-54,Norway
2948,Male,35-44,Sweden
2949,Other,18-24,Norway
2950_cust,Female,55-65,Norway
2951_cust,Male,25-34,Finland
2952_cust,Other,35-44,Denmark
2953,Female,35-44,Sweden
2954,Male,35-44,Finland
2955,Female,55-65,Denmark
2956,Male,45-54,Norway
2957_cust,Female,25-34,Norway
2958_cust,Female,55-65,Sweden
2959,Female,18-24,Denmark
2960_cust,Female,35-44,Sweden
2961_cust,Other,45-54,Sweden
2962,Female,45-54,Denmark
2963,Female,18-24,Norway
2964,Other,25-34,Norway
2965,Female,45-54,Sweden
2966_cust,Male,18-24,Sweden
2967,Other,35-44,Finland
2968,Female,25-34,Sweden
2969,Other,18-24,Finland
2970_cust,Other,45-54,Sweden
2971,Male,35-44,Sweden
2972_cust,Other,18-24,Norway
2973_cust,Male,18-24,Denmark
2974_cust,Other,55-65,Sweden
2975_cust,Other,25-34,Sweden
2976,Female,35-44,Sweden
2977_cust,Other,25-34,Sweden
2978_cust,Male,55-65,Finland
2979_cust,Female,25-34,Sweden
2980,Male,18-24,Norway
2981,Female,45-54,Sweden
2982,Other,25-34,Norway
2983,Other,25-34,Finland
2984_cust,Female,25-34,Finland
2985_cust,Other,55-65,Finland
2986,Other,45-54,Finland
2987_cust,Female,18-24,Sweden
2988_cust,Other,25-34,Finland
2989,Male,35-44,Finland
2990_cust,Other,45-54,Denmark
2991,Female,18-24,Sweden
2992_cust,Female,45-54,Denmark
2993,Male,25-34,Sweden
2994,Male,25-34,Sweden
2995,Other,55-65,Finland
2996,Other,18-24,Sweden
2997_cust,Male,35-44,Denmark
2998_cust,Other,18-24,Denmark
2999,Other,18-24,Sweden
3000_cust,Female,25-34,Finland
3001,Female,25-34,Norway
3002,Other,25-34,Norway
3003,Female,35-44,Norway
3004,Other,35-44,Sweden
3005,Female,55-65,Sweden
3006,Female,18-24,Sweden
3007,Female,45-54,Sweden
3008_cust,Female,35-44,Norway
3009_cust,Female,55-65,Finland
3010_cust,Other,55-65,Denmark
3011,Male,18-24,Denmark
3012,Female,55-65,Norway
3013_cust,Male,55-65,Norway
3014,Other,25-34,Finland
3015_cust,Other,55-65,Finland
3016_cust,Other,18-24,Norway
3017,Other,45-54,Denmark
3018,Male,55-65,Norway
3019,Other,35-44,Sweden
3020,Other,55-65,Sweden
3021,Male,25-34,Sweden
3022,Other,45-54,Denmark
3023,Other,35-44,Finland
3024,Male,45-54,Denmark
3025,Male,18-24,Sweden
3026,Other,35-44,Sweden
3027_cust,Other,25-34,Denmark
3028,Female,35-44,Norway
3029,Other,55-65,Norway
3030,Other,35-44,Norway
3031_cust,Other,35-44,Sverige
3032,Other,18-24,Sweden
3033_cust,Female,18-24,Finland
3034,Other,45-54,Denmark
3035,Female,35-44,Norway
3036,Male,45-54,Sweden
3037,Female,35-44,Sweden
3038_cust,Female,55-65,Norway
3039,Female,55-65,Denmark
3040,Female,55-65,Norway
3041,Female,18-24,Sweden
3042,Male,55-65,Sweden
3043,Male,45-54,Sweden
3044,Male,18-24,Sweden
3045_cust,Female,45-54,Finland
3046_cust,Male,55-65,Norway
3047_cust,Female,25-34,Norway
3048_cust,Male,45-54,Norway
3049_cust,Female,18-24,Sweden
3050,Female,25-34,Denmark
3051,Male,18-24,Sweden
3052,Female,55-65,Norway
3053_cust,Male,25-34,Sweden
3054_cust,Male,25-34,Sweden
3055,Female,25-34,Denmark
3056,Other,18-24,Finland
3057_cust,Female,18-24,Sweden
3058,Female,18-24,Sweden
3059_cust,Female,55-65,Norway
3060,Female,45-54,Sweden
3061_cust,Female,55-65,Denmark
3062,Female,55-65,Sweden
3063,Female,25-34,Finland
3064_cust,Female,18-24,Denmark
3065,Female,35-44,Sweden
3066_cust,Other,55-65,Finland
3067,Other,18-24,Sweden
3068,Other,25-34,Norway
3069,Female,55-65,Norway
3070,Other,35-44,Sweden
3071,Male,35-44,Norway
3072_cust,Female,35-44,Finland
3073_cust,Other,55-65,Norge
3074_cust,Male,25-34,Denmark
3075_cust,Male,55-65,Finland
3076_cust,Other,18-24,Sweden
3077_cust,Female,35-44,Denmark
